index,x,y,doi,text,cluster_40,cluster_19,cluster_19_name,cluster_10,cluster_10_name,cluster_5,cluster_5_name
112,17.481207,5.6945686,10.1007/s12304-020-09394-9,"A Biosemiotic Approach to the Biopsychosocial Understanding of Disease Adjustment (Franco Giorgi,Francesco Tramonti,Annibale Fanali)",3,16,Plant and microbial semiotics,10,Non-animal semiosis,2,"Evolution, Agency & Emergence"
113,4.517265,3.4168212,10.1007/s12304-024-09569-8,The Explanatory Role of Umwelt in Evolutionary Theory: Introducing von Baer’s Reflections on Teleological Development (Tiago Rama),12,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
114,7.4116726,6.3691626,10.1007/s12304-015-9252-1,The Birth and Life of Species–Cultures (Anton Markoš),39,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
115,7.16666,8.100584,10.1007/s12304-018-9329-8,From the Hiatus Model to the Diffuse Discontinuities: A Turning Point in Human-Animal Studies (Carlo Brentari),38,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
116,0.3826375,0.0023566294,10.1007/s12304-008-9019-z,Genomic Error-Correcting Codes in the Living World (Gérard Battail),8,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
117,9.570734,4.223171,10.1007/s12304-008-9005-5,The Hypothesis of a Genetic Protolanguage: an Epistemological Investigation (Gregory Katz),24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
118,6.3508043,11.627884,10.1007/s12304-013-9177-5,"The Acoustic Codes: How Animal Sign Processes Create Sound-Topes and Consortia via Conflict Avoidance (Rachele Malavasi,Kalevi Kull,Almo Farina)",11,8,Bioacoustics,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
119,7.7353673,4.364453,10.1007/s12304-013-9166-8,Distributed Cognition: An Ectoderm-Centric Perspective (Jaime F. Cárdenas-García),23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
120,5.210211,1.954859,10.1007/s12304-011-9136-y,"Consciousness is Cheap, Even if Symbols are Expensive; Metabolism and the Brain’s Dark Energy (Seán O Nualláin,Tom Doris)",27,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
121,3.961805,0.4220144,10.1007/s12304-023-09525-y,Some Reflections on the Evolution of Conscious Agents: The Relevance of body Plans (Alvaro Moreno),29,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
122,17.728197,5.7971473,10.1007/s12304-016-9258-3,"Germ Cells are Made Semiotically Competent During Evolution (Franco Giorgi,Luis Emilio Bruni)",3,16,Plant and microbial semiotics,10,Non-animal semiosis,2,"Evolution, Agency & Emergence"
123,5.7773275,1.2030667,10.1007/s12304-022-09502-x,"Biosemiotic Achievement Award for the Year 2021 (Alin Olteanu,Vinicius Romanini)",2,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
124,8.241397,10.337437,10.1007/s12304-018-9332-0,Cat Cultures and Threefold Modelling of Human-Animal Interactions: on the Example of Estonian Cat Shelters (Filip Jaroš),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
125,6.1883144,3.2902987,10.1007/s12304-013-9179-3,Does Computation Reveal Machine Cognition? (Prakash Mondal),24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
126,7.6703105,3.4652464,10.1007/s12304-017-9303-x,From the Cellular Standpoint: is DNA Sequence Genetic ‘Information’? (Steven S. dC Rubin),23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
127,-4.3536897,0.24080953,10.1007/s12304-022-09504-9,Perceptions of Context. Epistemological and Methodological Implications for Meta-Studying Zoo-Communication (Sigmund Ongstad),2,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
128,5.2987757,8.287991,10.1007/s12304-018-9333-z,"The Dual Nature of Mimicry: Organismal Form and Beholder’s Eye (Karel Kleisner,S. Adil Saribay)",40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
129,7.9867244,10.1280575,10.1007/s12304-019-09372-w,Interspecies Relationships and Their Influence on Animal Handling: a Case Study in the Tallinn Zoological Gardens (Mirko Cerrone),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
130,7.616136,6.180424,10.1007/s12304-009-9045-5,"Recorded Versus Organic Memory: Interaction of Two Worlds as Demonstrated by the Chromatin Dynamics (Anton Markoš,Jana Švorcová)",39,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
131,5.843471,-1.6800653,10.1007/s12304-021-09439-7,Quantification and Realism: Locating Semiosis in the Description of Biological Systems (Claudio J. Rodríguez Higuera),34,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
132,7.456384,1.3792701,10.1007/s12304-022-09503-w,"René Thom, Reader of Jakob von Uexküll (Meaning as Topological Space) (Arthur Araujo)",14,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
133,8.963387,-0.8407653,10.1007/s12304-017-9291-x,"John Deely, from the Point of View of Biosemiotics (Paul Cobley,Donald Favareau,Kalevi Kull)",13,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
134,7.796583,2.9028778,10.1007/s12304-022-09487-7,Natural Code of Subjective Experience (Ilya A. Surov),12,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
135,6.1295185,11.759512,10.1007/s12304-015-9248-x,"Ecoacoustics: the Ecological Investigation and Interpretation of Environmental Sound (Jérôme Sueur,Almo Farina)",11,8,Bioacoustics,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
136,8.811866,-0.27592513,10.1007/s12304-016-9273-4,"Semiosis as Individuation: Integration of Multiple Orders of Magnitude (Vefa Karatay,Yagmur Denizhan,Mehmet Ozansoy)",32,3,Scaffolding & Agency,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
137,7.1604924,9.705309,10.1007/s12304-017-9306-7,A Semiotic Interpretation of the Innate Releasing Mechanism Concept and Other Ethological Triadic Relations (Gabriel Francescoli),16,5,Zoosemiotics,4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
138,9.095326,2.057431,10.1007/s12304-011-9112-6,The Symptom (Kathryn Staiano-Ross),9,13,Health & Human body,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
139,5.236825,8.62768,10.1007/s12304-018-9337-8,"Agency, Meaning, Perception and Mimicry: Perspectives from the Process of Life and Third Way of Evolution (R. I. Vane-Wright)",40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
140,4.0224705,4.784218,10.1007/s12304-023-09521-2,A Functional - Helix Conceptualization of the Emergent Properties of the Animal Kingdom: Chronoception as a Key Sensory Process (Amelia Lewis),16,5,Zoosemiotics,4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
141,4.0526004,7.3980074,10.1007/s12304-018-9324-0,Assimiliating an Associative Trait: from Eco-Physiology to Epigenetics (Andres Kurismaa),8,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
142,6.700858,6.866411,10.1007/s12304-010-9100-2,The Book of Desire: Toward a Biological Poetics (Andreas Weber),33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
143,7.344403,8.124452,10.1007/s12304-024-09563-0,A Foray into the Worlds of Plants and Fungi (Federico Comollo),38,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
144,9.765037,1.1598216,10.1007/s12304-014-9226-8,"Evolution of signs, organisms and artifacts as phases of concrete generalization (Eliseo Fernández)",7,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
145,6.8422217,4.3972487,10.1007/s12304-011-9126-0,Interactive Bodies: The Semiosis of Architectural Forms (Maria Isabel Aldinhas Ferreira),23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
146,9.548886,2.4327261,10.1007/s12304-008-9007-3,"A Tribute to Thomas A. Sebeok (Susan Petrilli,Augusto Ponzio)",25,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
147,11.611773,1.1872039,10.1007/s12304-011-9127-z,Von Neumann’s Theory of Self-Reproducing Automata: A Useful Framework for Biosemiotics? (Dennis P. Waters),19,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
148,10.065147,-0.19723628,10.1007/s12304-009-9065-1,Embracing the Biosemiotic Perspective (Bruce H. Weber),13,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
149,8.760753,8.946967,10.1007/s12304-012-9157-1,"A Human-Animal Relational Aesthetic: Towards a Zoophilic Representation of Animals in Art (Phillip Pahin,Alyx Macfadyen)",33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
150,9.544851,0.96109366,10.1007/s12304-021-09451-x,"The Semiotic Approach to Bacterial Chemotaxis (Adam Kłóś,Przemysław Mieszko Płonka)",22,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
151,9.448215,-1.027298,10.1007/s12304-015-9237-0,Building a Scaffold: Semiosis in Nature and Culture (John Deely),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
152,5.2491093,1.0515361,10.1007/s12304-022-09510-x,Learning as Becoming Conscious: A note on Jablonka and Ginsburg’s Notion of Learning (Alin Olteanu),23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
153,6.932987,1.2526927,10.1007/s12304-017-9309-4,"The Biosemiotic Glossary Project: Intentionality (Donald Favareau,Arran Gare)",13,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
154,15.860877,-10.801531,10.1007/s12304-020-09398-5,"Toward a Practical Theory of Timing: Upbeat and E-Series Time for Organisms (Naoki Nomura,Koichiro Matsuno,Tomoaki Muranaka,Jun Tomita)",5,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
155,8.043615,-1.7593247,10.1007/s12304-021-09410-6,The Plurality of Evolutionary Worldviews (Nathalie Gontier),7,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
156,9.275892,1.1816806,10.1007/s12304-011-9138-9,Dicent Symbols in Non-Human Semiotic Processes (João Queiroz),22,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
157,2.2898207,7.8178706,10.1007/s12304-014-9219-7,"Protosemiosis: Agency with Reduced Representation Capacity (Alexei A. Sharov,Tommi Vehkavaara)",7,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
158,5.041973,3.4278026,10.1007/s12304-012-9140-x,A Contribution to Understanding Consciousness: Qualia as Phenotype (Fiona O’Doherty),10,16,Plant and microbial semiotics,10,Non-animal semiosis,2,"Evolution, Agency & Emergence"
159,2.2806144,8.04341,10.1007/s12304-017-9301-z,Composite Agency: Semiotics of Modularity and Guiding Interactions (Alexei A. Sharov),7,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
160,9.45828,-1.4377735,10.1007/s12304-016-9261-8,Biosemiotic Achievement Award for the Year 2015 (Biosemiotics),1,18,Announcements and administrative,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
161,7.2023573,2.359677,10.1007/s12304-008-9001-9,Hierarchical Categorical Perception in Sensing and Cognitive Processes (Luis Emilio Bruni),17,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
162,5.4567213,8.845025,10.1007/s12304-019-09362-y,The ‘Mimic’ or ‘Mimetic’ Octopus? A Cognitive-Semiotic Study of Mimicry and Deception in Thaumoctopus Mimicus (José Manuel Ureña Gómez-Moreno),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
163,10.60076,-1.0519831,10.1007/s12304-023-09548-5,"More Constraints, More Freedom: Revisit Semiotic Scaffolding, Semiotic Freedom, and Semiotic Emergence (Liqian Zhou)",20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
164,10.287821,3.5733252,10.1007/s12304-013-9193-5,"Molecular Codes Through Complex Formation in a Model of the Human Inner Kinetochore (Dennis Görlich,Gabi Escuela,Gerd Gruenert,Peter Dittrich,Bashar Ibrahim)",26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
165,5.385724,4.1460967,10.1007/s12304-014-9198-8,Hominin Language Development: A New Method of Archaeological Assessment (James Cole),24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
166,4.481915,0.06485482,10.1007/s12304-023-09523-0,Questions for Jablonka and Ginsburg Drawn from Lamarck’s Life-Made World (Jessica Riskin),7,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
167,8.650305,-0.30526304,10.1007/s12304-017-9285-8,"Relational Ontology, Simondon, and the Hope for a Third Culture inside Biosemiotics (Thierry Bardini)",32,3,Scaffolding & Agency,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
168,5.8420033,12.387354,10.1007/s12304-019-09373-9,Hybrid Nature: Effects on Environmental Fundamentals and Species’ Semiosis (Almo Farina),11,8,Bioacoustics,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
169,7.647356,4.2913265,10.1007/s12304-017-9293-8,"Human Distributed Cognition from an Organism-in-Its-Environment Perspective (Jaime F. Cárdenas-García,Timothy Ireland)",23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
170,5.7415566,9.0321665,10.1007/s12304-010-9095-8,Becoming a Sign: The Mimic’s Activity in Biological Mimicry (Timo Maran),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
171,5.833696,2.1477625,10.1007/s12304-009-9067-z,Umwelträume and Multisensory Integration. Mirror Perspectives on the Subject–Object Dichotomy (Jonathan Hope),28,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
172,6.6018505,1.326271,10.1007/s12304-023-09536-9,Signs of Life and Death: The Semiotic Self-Destruction of the Biosphere (Alf Hornborg),35,15,Environmental ethics & Semiocide,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
173,10.357394,3.1537614,10.1007/s12304-008-9037-x,Basic Semiosis as Code-Based Control (Stefan Artmann),26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
174,4.0923634,0.4074608,10.1007/s12304-023-09531-0,"The Metaphysics of Living Consciousness: Metabolism, Agency and Purposiveness (Anne Sophie Meincke)",29,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
175,5.9098945,0.112573326,10.1007/s12304-020-09381-0,"Biosemiotics Achievement Award for the Year 2019 (Franco Giorgi,Maurita Harney)",1,18,Announcements and administrative,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
176,6.722699,2.9847367,10.1007/s12304-024-09565-y,Res Cogitans – The Evolution of Thinking (Patrik Lindenfors),17,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
177,5.453186,7.591911,10.1007/s12304-015-9246-z,Semantic Organs: The Concept and Its Theoretical Ramifications (Karel Kleisner),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
178,8.614219,3.9645479,10.1007/s12304-010-9092-y,"A Biosemiotic Analysis of Braille (Louis J. Goldberg,Liz Stillwaggon Swan)",15,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
179,8.11942,9.91421,10.1007/s12304-018-9311-5,Freedom in Captivity: Managing Zoo Animals According to the ‘Five Freedoms’ (Nelly Mäekivi),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
180,10.927458,3.490745,10.1007/s12304-014-9210-3,Sketch for a Theory of Evolution Based on Coding (Joachim De Beule),26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
181,10.00832,0.7812627,10.1007/s12304-013-9172-x,The Origin of Mind: The Mind-matter Continuity Thesis (Yoshimi Kawade),21,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
182,3.2731988,7.4321637,10.1007/s12304-015-9242-3,"DNA Dispose, but Subjects Decide. Learning and the Extended Synthesis (Markus Lindholm)",7,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
183,5.61149,-0.40855083,10.1007/s12304-018-9341-z,I Am a Fake Loop: the Effects of Advertising-Based Artificial Selection (Yogi Hale Hendlin),35,15,Environmental ethics & Semiocide,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
184,4.1943116,0.32378903,10.1007/s12304-023-09549-4,"Living and Experiencing: Response to Commentaries (Eva Jablonka,Simona Ginsburg)",29,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
185,10.811985,2.692482,10.1007/s12304-018-9346-7,"Semiosis and Bio-Mechanism: towards Consilience (Rasmus Gahrn-Andersen,Stephen J. Cowley)",23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
186,6.6674953,9.6784725,10.1007/s12304-017-9308-5,On the Diversity of Environmental Signs: a Typological Approach (Timo Maran),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
187,9.376457,8.649728,10.1007/s12304-014-9227-7,The Spatiality of Being (Tim Ireland),33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
188,11.347352,3.7556593,10.1007/s12304-012-9147-3,Code Biology – A New Science of Life (Marcello Barbieri),26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
189,7.894693,10.267465,10.1007/s12304-021-09440-0,Use of Quantitative Measures in Zoosemiotics: how Machines Are Becoming a New Pair of Ears and Eyes for Researchers (Pauline Delahaye),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
190,5.6889915,4.186335,10.1007/s12304-013-9195-3,The Emergence of Symbolic Principles: The Distribution of Mind in Early Sign Making (Lesley Lancaster),24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
191,9.849138,0.406037,10.1007/s12304-008-9035-z,Sense and Self-Referentiality in Living Beings (Arno L. Goudsmit),12,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
192,9.550027,1.0915415,10.1007/s12304-023-09535-w,"Poti-Interpretants, Sin-Interpretants, and Legi-Interpretants: Rethinking Semiotic Causation as Production of Signs (Ivan Fomin)",22,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
193,3.9499016,-0.13625999,10.1007/s12304-022-09509-4,The Evolution of Consciousness and Agency (Denis Noble),29,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
194,10.555358,8.529223,10.1007/s12304-022-09481-z,"Semiotics, Biosemiotics, and Aesthetics: the Concept of Beauty and Beyond (Mark Reybrouck)",33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
195,7.9843907,-2.277556,10.1007/s12304-021-09424-0,"Criticizing the Modern Synthesis: between Phenomenal Characteristics and Synthetic Principles (Bohang Chen,Joris Van Poucke,Gertrudis Van de Vijver)",31,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
196,5.7199125,2.0537496,10.1007/s12304-011-9116-2,Manipulating Representations (Angelo N. M. Recchia-Luciani),17,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
197,9.16957,-0.14351176,10.1007/s12304-009-9063-3,"The Endomembrane System: A Representation of the Extracellular Medium? (Mehmet Ozansoy,Yagmur Denizhan)",32,3,Scaffolding & Agency,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
198,4.254723,4.6430254,10.1007/s12304-020-09395-8,Total Umwelten Create Shared Meaning the Emergent Properties of Animal Groups as a Result of Social Signalling (Amelia Lewis),16,5,Zoosemiotics,4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
199,5.527987,7.5522094,10.1007/s12304-021-09408-0,The negentropic theory of ontogeny: A new model of eutherian life history transitions? (Andres Kurismaa),8,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
200,8.538841,-0.3879322,10.1007/s12304-023-09543-w,Interview with Gerd B. Müller on Theoretical Biology (Kalevi Kull),32,3,Scaffolding & Agency,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
201,7.3761983,0.30440348,10.1007/s12304-014-9220-1,"Thinking Merleau-Ponty Forward / Review of Louise Westling (2014). The Logos of the Living World: Merleau-Ponty, Animals, and Language (W. John Coletta)",36,19,Social semiotics & Culture,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
202,9.185962,-1.0983741,10.1007/s12304-011-9137-x,The Self as Social Artifice: Some Consequences of Stanislavski (Gerald Ostdiek),36,19,Social semiotics & Culture,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
203,7.487204,-2.0791698,10.1007/s12304-021-09446-8,The Evolvability of Evolutionary Theories: A Reply to Denis Noble (Andrew M. Winters),31,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
204,10.499727,-1.4080632,10.1007/s12304-022-09494-8,Semiogenesis: A Dynamic System Approach to Agency and Structure (J. Augustus Bacigalupi),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
205,11.309667,-1.2621495,10.1007/s12304-021-09454-8,Data and Context (Thomas E. Dickins),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
206,0.4594287,-0.15365136,10.1007/s12304-009-9062-4,Applying Semiotics and Information Theory to Biology: A Critical Comparison (Gérard Battail),8,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
207,11.399964,-1.4199438,10.1007/s12304-021-09453-9,How Molecules Became Signs (Terrence W. Deacon),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
208,9.099535,8.738499,10.1007/s12304-009-9057-1,What is an Animal? (Stephen Pain),16,5,Zoosemiotics,4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
209,11.583878,8.565848,10.1007/s12304-016-9259-2,The Biosemiotic Concept of the Species (Kalevi Kull),6,10,Biosemiotic integration & Semiotic fitting,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
210,5.872984,-1.3815455,10.1007/s12304-025-09595-0,The Metaethics of Meaning-Making: Jonathan Birch’s the Edge of Sentience (Claudio Julio Rodríguez Higuera),34,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
211,5.8655667,1.0027667,10.1007/s12304-024-09556-z,Phantom Signs – Hidden (Bio)Semiosis in the Human Body(?) (Robert Prinz),9,13,Health & Human body,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
212,9.159883,-1.1815764,10.1007/s12304-014-9208-x,The Manufacture of Chance: Firstness as a Fixture of Life (Gerald Ostdiek),13,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
213,11.531507,-1.0292549,10.1007/s12304-021-09456-6,Interpretation as a Form of Thermodynamic Work (Felipe A. Veloso),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
214,11.72629,3.1383073,10.1007/s12304-009-9042-8,A Short History of Biosemiotics (Marcello Barbieri),26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
215,11.44845,-0.7937019,10.1007/s12304-021-09467-3,To Understand the Origin of Life We Must First Understand the Role of Normativity (Tom Froese),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
216,8.827631,5.3168054,10.1007/s12304-021-09429-9,"Illusions of Linguistics and Illusions of Modern Synthesis: Two Parallel Stories (Alexander Bolshoy,Ľudmila Lacková)",37,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
217,8.3388,3.7520714,10.1007/s12304-013-9183-7,On the Neurobiology of Truth (Ron Bombardi),17,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
218,6.7479773,1.6444564,10.1007/s12304-019-09355-x,"Correction to: Qualitative Attribution, Phenomenal Experience and Being (Mark Pharoah)",13,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
219,9.185682,2.5502512,10.1007/s12304-012-9160-6,Phenomenology of Psychoanalytic Data. A Biosemiotic Framework (Anna Aragno),9,13,Health & Human body,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
220,6.08302,3.5908856,10.1007/s12304-011-9120-6,Can Internalism and Externalism be Reconciled in a Biological Epistemology of Language? (Prakash Mondal),24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
221,7.809929,-2.4065094,10.1007/s12304-021-09413-3,A Humanist’s Response to Denis Noble’s “The Illusions of the Modern Synthesis” (Louise Westling),31,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
222,7.4527926,8.80365,10.1007/s12304-008-9021-5,Biosemiotics Within and Without Biological Holism: A Semio-historical Analysis (Riin Magnus),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
223,9.927496,8.523754,10.1007/s12304-022-09482-y,"Perception, Action, and Sense Making: The Three Realms of the Aesthetic (Barend van Heusden)",33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
224,7.897255,-2.379453,10.1007/s12304-022-09475-x,Neither Dogmas nor Barriers are Absolute (Denis Noble),31,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
